bbl,bin,address,zipcode,bldgtype,ess,year,gfa,numbldgs,numfloors,eui,energy,wui,ghg,primary_type,other_types_dict,has_datacenter,electricity,bedrooms,natural_gas,steam,worker_dens,res_units,diesel,fuel_4,fuel_2,fuel_5_6
5078940001,5088090,528 Acadeny Avenue,10307,K-12 School,65,1936,128525,1,3,101.3,13013180.4,,5.34,K-12 School,,0,1903895.9,,580500,,,,,6361804.1,,
4078700072,4529899,74-20 Common Wealth Boulevard,11426,K-12 School,75,2003,273066,1,0,118.7,32406544,,3.87,K-12 School,,0,8697870.3,,4711300.2,,,,,,0,
4096770007,4206784,90-27 Sutphin Boulevard,11435,Office,78,1925,54000,1,5,150.5,8127456.1,,4.88,Office,,0,2183680,,1150400,,1.48148,,,,,
4068090056,4147452,75-40 Parsons Boulevard,11366,K-12 School,84,1971,49510,2,2,119.6,5920639.7,,4.32,K-12 School,,0,976514.4,,2317400.1,,,,,,,
4021260014,4442846,63-55 102nd Street,11374,K-12 School,97,1948,192175,2,3,79.1,15204064.6,,2.84,K-12 School,,0,2644982.4,,5662399.8,,,,,,,
4010270004,4530769,72-12 25th Ave,11370,Office,,2001,113000,2,2,65.3,7377011.5,,1.93,Office,,0,2349366.7,,,,2.3,,,,,
4035630023,4085922,976 Seneca Avenue,11385,K-12 School,63,1911,165600,1,5,107.9,17870752.7,,3.85,K-12 School,,0,3923799.8,,4069300.1,,,,,,772938,
3018260001,3051782,485 Throop Ave,11221,DCAS - Urgent Care/Clinic/Other Outpatient,,1955,37766,1,4,219.2,8278454.3,,7.27,Urgent Care/Clinic/Other Outpatient,,0,2021814.7,,1638999.9,,,,,,,
2029450018,2009891,1826 Arthur Ave,10457,DCAS - Urgent Care/Clinic/Other Outpatient,,1940,50216,1,4,236.5,11877288.6,,8.07,Urgent Care/Clinic/Other Outpatient,"{'Urgent Care/Clinic/Other Outpatient': 50216.0, 'Parking': 0.0}",0,2662725,,2977600.2,,,,,,,
4077230001,4163953,61-15 Oceania Street,11362,K-12 School,96,1953,145325,1,4,87.8,12756986,,4.21,K-12 School,,0,1817094.8,,122100,,,,,,5881559.6,
1003870001,1004627,600 East 6th Street,10009,K-12 School,75,1953,160975,1,4,100.8,16229742.4,,3.85,K-12 School,,0,2515599.3,,6028400.2,,,,,,896999.9,
1003250025,1004062,525 East Houston Street,10002,K-12 School,82,1915,85300,1,5,101.9,8690836.2,,3.79,K-12 School,,0,1331498.9,,3761399.8,,,,,,0,
1015167502,1048043,110 East 88th Street,10128,K-12 School,37,1973,74480,1,38,236.8,17637044,,6.62,K-12 School,,0,5309072.2,,,,,,,,,
2029020001,2009463,450 St. Paul's Place,10456,K-12 School,62,1916,147725,1,5,130.3,19247083.3,,4.78,K-12 School,,0,3059881.6,,7947299.8,,,,,,0,
2024380050,2002410,270 East 167th Street,10456,K-12 School,49,1949,158575,1,3,117.9,18699756.5,,5.9,K-12 School,,0,2501678.4,,296200,,,,,9128065.8,,
1020840029,1087824,501-503 West 152nd Street,10031,K-12 School,7,2007,80600,1,4,227.9,18364811.2,,7.13,K-12 School,,0,5123459.4,,1866100,,,,,,,
1000510015,1001035,90 Trinity Place,10006,K-12 School,2,1968,99000,1,15,267,26428249.5,,11.49,K-12 School,,0,3987945.3,,21900,11540010,,,,,,
2054400001,2077162,2951 Dewey Avenue,10465,K-12 School,55,1925,121325,1,3,130.9,15883209.7,,4.99,K-12 School,,0,2498948.8,,6448499.9,,,,,,414000,
1007240023,1012829,281 9th Avenue,10001,K-12 School,50,1951,83100,1,3,152.8,12693566.1,,5.98,K-12 School,,0,1656867.2,,5992799.9,,,,,,332442,
4016000061,4437166,45-10 94th Street,11373,K-12 School,7,1925,183600,3,4,256.1,47025374.5,,8.36,K-12 School,,0,12924655.8,,6321300.1,,,,,,,
4155410001,4297972,1307 Central Avenue,11691,K-12 School,52,2007,98366,1,1,153.6,15110800.6,,4.63,K-12 School,,0,4671710.4,,420600,,,,,,0,
4093810044,4438609,94-06 104th Street,11416,K-12 School,40,2006,149900,5,4,184,27588519.8,,5.74,K-12 School,,0,7934947,,2328200,,,,,,,
4158940011,4301929,365 Beach 56th Street,11692,K-12 School,83,1955,139325,1,4,103.9,14475822,,4.94,K-12 School,,0,2356190.7,,909300,,,,,,5671938,
1009130007,1020080,210 East 33rd Street,10016,K-12 School,96,1925,74480,1,5,93.3,6950477.8,,3.63,K-12 School,,0,1309662.1,,1167199.9,,,,,,1173414.1,
2032080001,2014505,2200 Aqueduct Avenue,10453,K-12 School,80,1929,86656,1,5,111.6,9667205.6,,5.29,K-12 School,,0,1264350.8,,642800,,,,,,4139999.6,
2026160001,2004314,600 St. Ann's Avenue,10455,K-12 School,98,1971,211375,1,2,72,15226098.4,,3.35,K-12 School,,0,2396588.8,,63400,,,,,6411151.9,,
1020690026,1075503,886 St. Nicholas Ave,10032,"DCAS - Repair Services (Vehicle, Shoe, Locksmith, etc.)",,1939,12741,1,2,243.6,3103208.9,,8.75,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","{'Repair Services (Vehicle, Shoe, Locksmith, etc.)': 12741.0, 'Parking': 0.0}",0,596963.5,,1056500,,,,,,,
4109260050,4233850,190-20 109th Road,11412,K-12 School,81,1927,82900,1,4,112.2,9302153.6,,4.43,K-12 School,,0,1428945.6,,3832800.2,,,,,,414138,
4076190001,4162449,64-45 218th Street,11364,K-12 School,95,1951,74480,2,3,90.4,6730107,,4.33,K-12 School,,0,1254251.1,,82200,,,,,2678661.7,,
3058730084,3145771,415 Ovington Avenue,11209,K-12 School,100,1935,25360,1,4,54.8,1390635.6,,1.62,K-12 School,,0,442877.6,,,,,,,,,
3001400010,3331741,283 Adams Street,11201,K-12 School,33,1925,133200,1,6,182.7,24339494.9,,5.86,K-12 School,,0,7316692.8,,1911800,,,,,,,
3084640001,3326821,6302 Avenue U,11234,K-12 School,91,1933,98400,2,3,92,9050097.7,,3.4,K-12 School,,0,1605550.7,,3492200,,,,,,0,
3070840001,3190273,228 Avenue S,11223,K-12 School,97,1930,145200,1,4,108.9,15806678.2,,4.28,K-12 School,,0,2546716.8,,6181200.4,,,,,,759000,
3066310001,3175834,346 Avenue P,11204,K-12 School,80,1924,108000,1,5,102,11015523.3,,4,K-12 School,,0,1669423.4,,4640400.2,,,,,,413862.1,
3056000001,3135976,4211 14th Avenue,11219,K-12 School,91,1910,90000,1,5,90.5,8147489.6,,3.34,K-12 School,,0,1441501.8,,3133200,,,,,,0,
2028980001,2094564,1710 Webster Avenue,10457,K-12 School,77,1996,57600,4,2,136.9,7884453.4,,4.32,K-12 School,,0,2155019.2,,914900,,,,,,,
2028760008,2008794,108 West 174th Street,10453,K-12 School,97,1900,30000,1,3,82.9,2486688.6,,3.48,K-12 School,,0,475496.3,,10500,,,,,,804678,
4043700050,4100749,30-48 Linden Place,11354,Office,85,1955,111725,1,6,150.3,16794824.6,,4.51,Office,,0,5113905.6,,552400,,2.23764,,,,,
4158610035,4441244,180 Beach 35th Street,11691,K-12 School,75,1930,30595,2,3,164.7,5039346.2,,6.7,K-12 School,,0,839352,,1428099.9,,,,,,689999.9,
4157720031,4301194,535 Briar Place,11691,K-12 School,83,1953,92500,1,3,87.4,8085930.2,,4.48,K-12 School,,0,1092385.9,,238400,,,,,3986384,,
4156930001,4442313,26-01 Mott Avenue,11691,K-12 School,81,1938,82900,2,3,117.6,9750113,,5.93,K-12 School,,0,1303656.9,,24000,,,,,,4974762,
3026130001,3065473,22 North 15th St,11222,"DCAS - Repair Services (Vehicle, Shoe, Locksmith, etc.)",,1931,45210,1,1,147.9,6686270.5,,5.56,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","{'Repair Services (Vehicle, Shoe, Locksmith, etc.)': 45210.0, 'Parking': 0.0}",0,1030355.8,,2931500.2,,,,,,,
3033240001,3076115,335 Central Ave,11221,DCAS - Urgent Care/Clinic/Other Outpatient,,1959,35640,1,3,175.1,6241439.7,,6.23,Urgent Care/Clinic/Other Outpatient,,0,1203071.2,,2080799.7,,,,,,,
2033290124,2017858,3617 Bainbridge Avenue,10467,K-12 School,27,1925,27600,1,3,212.6,5866586.9,,6.59,K-12 School,,0,1666045.5,,515400,,,,,,,
2055310021,2079386,3450 East Tremont Avenue,10465,K-12 School,58,1925,38500,1,3,173.2,6669424.7,,5.76,K-12 School,,0,1688264.5,,1224600,,,,,,,
2032530341,2103864,2880 Kingsbridge Terrace,10463,K-12 School,39,1999,67280,1,3,208.4,14020642.8,,7.27,K-12 School,,0,2961615.9,,4035599.8,,,,,,,
2059180376,2085870,660 West 237th Street,10463,K-12 School,79,1957,204000,1,4,126.7,25847147.1,,4.7,K-12 School,,0,4050726.8,,10990900,,,,,,,
2042750001,2048608,1166 Neil Avenue,10461,K-12 School,46,1938,42060,2,3,219.6,9237829.6,,8.13,K-12 School,,0,1456514.5,,3892099.9,,,,,,,
2029390045,2009865,1550 Crotona Park East,10460,K-12 School,71,1922,92500,1,5,119.3,11034616.6,,4.7,K-12 School,,0,1436861.4,,4904300.1,,,,,,551724,
1019310027,1058660,209 West 125th Street,10027,Office,42,1925,14400,1,3,182.1,2622066.1,,5.38,Office,,0,835052.9,,,,1.875,,,,,
1001420025,1083240,334 Greenwich Street,10013,K-12 School,70,1973,18600,10,39,210.2,3908830.9,,6.41,K-12 School,,0,1285641.6,,,,,,,,,
1021180022,1062792,500 West 160th Street,10032,K-12 School,54,1995,84100,3,4,163.5,13748935.3,,5.35,K-12 School,,0,3489111.1,,2374299.9,,,,,,0,
1009550001,1022052,400 1st Avenue,10010,K-12 School,76,1931,68480,1,8,136.6,9356831.5,,5.17,K-12 School,,0,1745012.8,,,2895449.9,,,,,,
2033300060,2017876,411 East 203rd St,10467,DCAS - Office,65,1930,16200,1,2,162.6,2634473.7,,8.35,Office,,0,242634.1,,40800,,4.87654,,,,1490441.5,
4033650027,4080234,55-20 Metropolitan Avenue,11385,K-12 School,7,2014,104250,1,5,214.4,22356199.2,,7.13,K-12 School,,0,5702133.9,,4029600.2,,,,,,,
2050800001,2097456,4520 Matilda Avenue,10470,K-12 School,93,1964,45000,3,2,94.4,4246034.8,,4.42,K-12 School,,0,633267.2,,23200,,,,,,1873487.8,
4135780001,4288640,251 Weller Avenue,11422,K-12 School,60,1931,92639,1,3,135.1,12513885.4,,5.03,K-12 School,,0,2156384,,5008599.5,,,,,,0,
4105820016,4225816,207-11 89th Avenue,11427,K-12 School,54,1930,120125,1,3,127.7,15343102.8,,4.63,K-12 School,,0,2957521.6,,5301999.9,,,,,,0,
3074200026,3203132,1801 Avenue Y,11235,K-12 School,50,1938,73200,1,3,158.9,11630564.2,,6.04,K-12 School,,0,2280580.8,,960100,,,,,,2419001.9,
3081880001,3229773,10001 Flatlands Avenue,11236,K-12 School,68,1959,96000,1,4,95.7,9184402.5,,3.91,K-12 School,,0,1217401.6,,4269100,,,,,,483276,
3073810201,3201080,2200 Gravesend Neck Road,11229,K-12 School,76,1925,130800,1,5,97.2,12718985.5,,3.94,K-12 School,,0,1633665.6,,6111400.2,,,,,,519707.9,
3067690018,3182169,1599 East 22nd Street,11210,K-12 School,78,1925,128400,1,5,91.2,11706087.1,,3.76,K-12 School,,0,1338868.8,,6165799.7,,,,,,414000,
3059730001,3150481,7805 7th Avenue,11228,K-12 School,92,1900,42000,1,4,92.7,3894035.6,,4.07,K-12 School,,0,753915.5,,104400,,,,,1268885.9,,
3065950033,3174076,99 Avenue P,11204,K-12 School,73,1929,147600,1,4,108.2,15975045.7,,4.17,K-12 School,,0,2595849.5,,6295199.7,,,,,,552138,
3020790021,3058406,295 Flatbush Ave Ext,11201,DCAS - Urgent Care/Clinic/Other Outpatient,,1940,41800,1,5,210.1,8780670.2,,8.91,Urgent Care/Clinic/Other Outpatient,,0,631902.4,,5909300.1,,,,,,,
3013650009,3036147,1218 Prospect Pl,11213,DCAS - Urgent Care/Clinic/Other Outpatient,,1956,15805,1,2,227.8,3600112.4,,7.55,Urgent Care/Clinic/Other Outpatient,,0,875109.8,,716700,,,,,,,
3033140001,3075879,95 Grove Street,11221,K-12 School,85,1908,75600,2,4,102.3,7734170.8,,3.78,K-12 School,,0,1288644.2,,3134599.6,,,,,,0,
2042900048,2048811,50 Antin Place,10462,K-12 School,32,2004,63330,1,2,199.3,12624723.9,,6.66,K-12 School,,0,3071959.9,,2570600.1,,,,,,,
4098330004,4448804,Classified,11432,DCAS - Other - Lodging/Residential,,1958,80332,2,4,135.5,10885162.9,,6.16,Parking,,0,1430583.3,,3301700.2,,,,,,2513435.3,
4012470041,4028697,33-55 74 Street,11372,K-12 School,12,2014,36200,1,4,232.8,8426188.2,,7.92,K-12 School,,0,2200057.6,,1552600.1,,,,,,,
4001690006,4540402,45-45 42 Street,11104,K-12 School,26,2014,78005,1,6,167.9,13094953.4,,5.71,K-12 School,,0,3076259.2,,3011300.3,,,,,,,
3052320001,3121072,1100 Newkirk Avenue,11230,K-12 School,28,1924,132000,1,5,149.3,19707217.4,,5.57,K-12 School,,0,3620814.4,,6657200,,,,,,619482,
4033600001,4080168,82-37 Kew Gardens Road,11415,K-12 School,15,1924,74500,2,3,190.3,14177790.3,,9.85,K-12 School,,0,1708729.6,,1500,,,,,7640910.1,,
2033530040,2098420,3177 Webster Avenue,10467,K-12 School,10,2014,97581,1,5,267.4,26095388.1,,9.1,K-12 School,,0,6627469.5,,5142400.1,,,,,,,
3087120056,3245498,1075 Ocean View Avenue,11235,K-12 School,66,1928,122400,1,4,136.6,16714162.1,,5.43,K-12 School,,0,2513961.6,,7060200.1,,,,,,758999.9,
2030210038,2094603,1970 West Farms Road,10460,K-12 School,88,1972,207600,1,2,89,18468995.9,,3.64,K-12 School,,0,3987945.5,,135700,,,,,,5100756.1,
4082210012,4170797,51-60 Marathon Parkway,11362,K-12 School,93,1950,178860,2,2,74.5,13320836.8,,3.61,K-12 School,,0,1918908.8,,465600,,,,,,5975951.8,
3012970026,3034181,330 Crown Street,11225,K-12 School,80,1925,93600,1,5,103.6,9700154.9,,3.9,K-12 School,,0,1610464.1,,3807399.9,,,,,,182160,
3030910001,3071418,325 Bushwick Avenue,11206,K-12 School,91,1931,170400,1,4,65.8,11209687.4,,2.72,K-12 School,,0,1465795.2,,4683300,,,,,,1052388,
3031370026,3071806,18 Beaver Street,11206,K-12 School,78,1965,116400,1,3,105.3,12252091.4,,3.85,K-12 School,,0,2122537,,4735599.9,,,,,,,
3047940026,3106599,532 Albany Avenue,11203,K-12 School,63,1926,100800,2,4,114.1,11503288.4,,4.7,K-12 School,,0,1207029.1,,6522599.8,,,,,,207000,
3018450001,3053075,141 Macon Street,11216,K-12 School,90,1960,170400,1,3,91.3,15562931.5,,4.19,K-12 School,,0,2766722.7,,601900,,,,,5653850.1,,
3068210123,3184034,1866 East 17th Street,11229,K-12 School,79,1950,91200,1,4,107.7,9818106.7,,5.6,K-12 School,,0,1108900.1,,109900,,,,,5334694,,
3086660610,3244470,601 Ocean View Avenue,11235,K-12 School,67,1937,84000,2,5,113.3,9517482.9,,4.46,K-12 School,,0,1697811.3,,2066999.8,,,,,,1450656.1,
3048440001,3107846,525 Lenox Road,11203,K-12 School,73,1929,104400,3,4,109.3,11416005.9,,4,K-12 School,,0,1906352.6,,4540799.9,,,,,,0,
1014880017,1046409,East 76th St and FDR Dr,10075,DCAS - Other - Recreation,,1942,10800,5,1,125.1,1350588.3,,4.71,,,0,183142.5,,638600,,,,,,,
1020520001,1084164,146th St and Bradhurst Ave,10039,DCAS - Fitness Center/Health Club/Gym,,1937,30000,7,2,346.9,10407867.5,,19.57,Fitness Center/Health Club/Gym,,0,1092385.9,,0,,,,,,6546251,
1021390404,1063445,349 Ft Washington Ave,10033,DCAS - Fitness Center/Health Club/Gym,,1960,10500,2,1,170.8,1793905.4,,6.47,Fitness Center/Health Club/Gym,,0,291521.3,,769600,,,,,,,
5000090009,5000089,51 Stuyvesant Pl,10301,DCAS - Urgent Care/Clinic/Other Outpatient,,1937,39956,1,5,108.7,4343148.2,,4.54,Urgent Care/Clinic/Other Outpatient,,0,338197.4,,2828099.8,,,,,,,
3046060025,3099733,905 Winthrop Street,11203,K-12 School,69,1931,146400,1,4,105.1,15390495.7,,4.11,K-12 School,,0,2317430.4,,6790300,,,,,,348588.1,
3063910024,3167212,1400 Benson Avenue,11228,K-12 School,43,1931,121200,1,3,162.6,19712065.9,,5.44,K-12 School,,0,4992438.2,,3118800.1,,,,,,414000,
3023910001,3062766,250 Berry Street,11211,K-12 School,98,1969,114000,2,3,76.7,8746078.4,,3.28,K-12 School,,0,1540518,,171300,,,,,2950660.1,,
1004060024,1005213,538 East 13th St,10009,DCAS - Medical Office,44,1965,11000,1,1,196.8,2164908.1,,6.08,Medical Office,,0,607199.6,,199100,,,,,,,
3015280001,3041561,251 MacDougal Street,11233,K-12 School,67,2001,90000,1,4,115.8,10419077.5,,4.32,K-12 School,,0,1728928.6,,4111000.1,,,,,,138000,
3018210001,3051540,432 Monroe Street,11221,K-12 School,87,1950,98400,1,3,73.8,7257526.6,,3.4,K-12 School,,0,1252067.5,,58200,,,,,2863936.1,,
2024110119,2001881,335 East 152 Street,10451,K-12 School,95,1960,115375,2,2,75.4,8704410.6,,3.73,K-12 School,,0,1279090.5,,32400,,,,,4117200,,
1021710036,1064128,12-18 Ellwood Street,10040,K-12 School,66,2000,66266,1,5,122.7,8127816.1,,4.51,K-12 School,,0,1644584.1,,2361799.9,,,,,,276414,
1012140029,1032119,100 West 84th Street,10024,K-12 School,98,1965,105725,1,3,76.9,8130369,,3.67,K-12 School,,0,1243059.8,,367700,,,,,3359898.1,,
4136400001,4289717,147-65 249th Street,11422,K-12 School,32,1965,45216,1,3,176.1,7961271.9,,5.74,K-12 School,,0,2061424.6,,1287300,,,,,,,
2050760031,2070894,4550 Carpenter Avenue,10470,K-12 School,80,1900,49660,2,3,126.3,6272832.4,,5.76,K-12 School,,0,1172383.7,,253700,,,,,,2207999.8,
4159670001,4463476,44-22 Beach Channel Dr,11691,DCAS - Pre-school/Daycare,,1998,27700,1,2.25,115.2,3190641.8,,4.23,Pre-school/Daycare,,0,584953.2,,1183500,,,,,,,
1021730001,1064149,93 Nagle Avenue,10040,K-12 School,48,1928,122684,2,4,134,16434425.9,,6.39,K-12 School,,0,2344514.8,,556400,,,,,,7240722.1,
1019600001,1059460,6 Edgecomb Avenue,10030,K-12 School,84,1925,135725,1,5,88.3,11989725.1,,3.51,K-12 School,,0,1559966.4,,5386199.9,,,,,,621276,
1018160001,1084005,535 East 119th Street,10035,K-12 School,88,1968,153600,1,4,90.2,13854695.1,,3.4,K-12 School,,0,3216833.8,,133900,,,,,,2922978,
1016840101,1081366,315 East 113th Street,10029,K-12 School,73,1912,82880,1,5,107.9,8941918.1,,5.55,K-12 School,,0,1068092.5,,2000,,,,,4796246,,
1016390003,1081346,141 East 111th Street,10029,K-12 School,82,1926,142925,1,5,107.6,15375440.6,,4.86,K-12 School,,0,2642252.8,,22500,,,,,,6044123.7,
1018520099,1055908,163 West 97th Street,10025,K-12 School,86,1957,85750,4,3,105.8,9070462.9,,4.76,K-12 School,,0,1624112,,28200,,,,,,3449999.8,
3001910001,3001183,450 Pacific Street,11217,K-12 School,75,1964,104400,1,3,86.7,9046266,,4.36,K-12 School,,0,1133466.4,,448700,,,,,,4388399.6,
3017430018,3048517,70 Tompkins Avenue,11206,K-12 School,91,1957,175200,1,4,89.3,15648301.7,,4.15,K-12 School,,0,2628604.8,,274400,,,,,6220037.7,,
3003970011,3006356,347 Baltic Street,11201,K-12 School,99,1906,115466,1,4,79.1,9137309.1,,3.09,K-12 School,,0,1557236.8,,3033499.8,,,,,,689999.9,
3031850001,3072497,35 Starr Street,11221,K-12 School,79,1964,193200,2,4,90.2,17424091.8,,4.36,K-12 School,,0,2526244.8,,181200,,,,,7946195.8,,
2030130001,2010945,1021 Jennings Avenue,10460,K-12 School,87,1924,57580,3,3,152.8,8797662,,5.25,K-12 School,,0,2082002.4,,2049600,,,,,,,
2028470041,2103870,1594-98 Townsend Avenue,10452,K-12 School,79,1992,50570,1,3,133.7,6760697.3,,4.42,K-12 School,,0,1774240.1,,1104100,,,,,,0,
2032240009,2096013,2195 Andrews Avenue,10453,K-12 School,15,1992,162125,1,4,207.8,33683194.1,,6.96,K-12 School,,0,7913110,,7417999.5,,,,,,,
2051350200,2072352,4140 Hutchinson River Park East,10475,K-12 School,56,1971,147600,1,3,138,20363011.7,,6.28,K-12 School,,0,2281945.6,,102200,,,,,,,
2027630279,2006566,730 Bryant Avenue,10474,K-12 School,74,1974,166975,1,4,121.5,20284352,,4.97,K-12 School,,0,4454706.9,,299500,,,,,,5406425.9,
2025710001,2003834,677 East 141st Street,10454,K-12 School,64,1925,91300,1,5,108.1,9870945.7,,4.96,K-12 School,,0,1647996,,337900,,,,,,3795275.9,
3013160015,3337872,400 Empire Boulevard,11225,K-12 School,77,1956,168000,2,3,90.6,15222261.8,,3.31,K-12 School,,0,2706125.4,,5732999.6,,,,,,,
3046230028,3100292,133 East 53rd Street,11203,K-12 School,63,1953,87600,2,3,112.7,9869909.4,,4.92,K-12 School,,0,1320444,,4654700.1,,,,,,828000.2,
3004020001,3006401,284 Baltic Street,11201,K-12 School,89,1968,189600,1,3,101.5,19237190.2,,4.53,K-12 School,,0,3332841.6,,373200,,,,,7045375.8,,
1007240082,1012830,303 9th Ave,10001,DCAS - Urgent Care/Clinic/Other Outpatient,,1940,27985,1,3,266.4,7456232.6,,8.38,Urgent Care/Clinic/Other Outpatient,,0,1976230.3,,963600,,,,,,,
1017340034,1053900,2238 5th Ave,10037,DCAS - Urgent Care/Clinic/Other Outpatient,,1936,31180,1,3,151.3,4717899.1,,5.53,Urgent Care/Clinic/Other Outpatient,,0,869377.6,,1725499.9,,,,,,,
2025390002,2097176,1 East 150th Street,10451,DCAS - Office,27,1934,26978,2,2,249,6718500,,11.16,Office,,0,634086,,4560500.1,,2.3,,,,,
5065660001,5082407,348 Deisius Street,10312,K-12 School,91,1930,41460,1,3,105.2,4361542,,3.97,K-12 School,,0,776898.8,,1318200,,,,,,303600,
1007280042,1012834,406 West 31st St,10001,DCAS - Residence Hall/Dormitory,68,1914,350000,1,16,122,42698114.2,,3.71,Residence Hall/Dormitory,,0,13819964.9,,304300,,,,,,,
4162580006,4305631,445 Beach 135th Street,11694,K-12 School,69,1949,28800,1,3,123.6,3560104.2,,6.42,K-12 School,,0,448473.3,,,,,,,,1932552.1,
4158190148,4531136,98 Beach 28th Street,11691,K-12 School,94,2007,13260,1,2,84.4,1119014.4,,3.89,K-12 School,,0,,,971200,,,,,,,
4078700074,4529900,74-10 Commonwealth Boulevard,11426,K-12 School,15,2003,81600,1,0,243,19831945.4,,8.07,K-12 School,,0,5168497,,3366900.1,,,,,,0,
1004800021,1007180,34 Spring St,10012,DCAS - Medical Office,57,1900,18000,1,2,163.8,2949283.8,,9.93,Medical Office,,0,313358.1,,21200,,,,,,2001469.2,
3023010001,3061641,86 Kent Ave,11249,DCAS - Other - Recreation,,2013,12447,1,1,196.9,2451290,,5.82,,,0,780665.6,,,,,,,,,
1016320011,1081340,131 East 104th Street,10029,K-12 School,80,1924,88900,2,5,114,10136786.6,,5.3,K-12 School,,0,1452693.2,,663899.9,,,,,,4051955.7,
1005810054,1009757,16 Clarkson Street,10014,K-12 School,80,1911,133325,2,5,106.6,14208287.7,,4.03,K-12 School,,0,1902804.2,,6783899.6,,,,,,0,
4090640031,4541381,90-07 101 Avenue,11416,K-12 School,22,2014,63864,1,4,187.7,11990247.7,,6.25,K-12 School,,0,3119932.5,,2063600.1,,,,,,,
1016400147,1052229,158 East 115th St,10029,DCAS - Urgent Care/Clinic/Other Outpatient,,1936,47349,1,4,110.8,5247106.4,,4.22,Urgent Care/Clinic/Other Outpatient,,0,663565.8,,2605999.8,,,,,,,
2023330070,2000957,339 Morris Avenue,10451,K-12 School,79,1974,194400,1,4,115.7,22498807.3,,4.53,K-12 School,,0,5178051.3,,94700,,,,,,5312999.5,
2028300017,2094535,1340 Sheridan Avenue,10456,K-12 School,83,1924,27660,1,4,96.5,2669242.8,,4.61,K-12 School,,0,422542.1,,7100,,,,,1168291.7,,
2033360035,2018046,149 East Mosholu Parkway,10467,K-12 School,69,1925,138125,4,5,146.5,20236467,,6.36,K-12 School,,0,3523913.8,,1319100,,,,,,6488345.7,
2023590240,2001153,701 St. Ann's Avenue,10455,K-12 School,59,1921,122925,3,5,161.4,19840517.6,,6.16,K-12 School,,0,2330259.5,,10182700,,,,,,0,
2039830001,2041864,2555 Tratman Avenue,10461,K-12 School,87,1925,84100,1,4,110.8,9315360.1,,4.1,K-12 School,,0,1596406.6,,3697400.1,,,,,,,
1003310140,1004066,285 Delancy Street,10002,K-12 School,99,2007,62480,1,5,83.5,5219496.4,,3.29,K-12 School,,0,871530.6,,1724899.9,,,,,,441600,
1009960021,1022615,123 West 43rd Street,10036,K-12 School,96,1921,24210,1,7,106.1,2569360.2,,3.37,K-12 School,,0,682840.1,,346000,,,,,,,
1008240015,1080668,43 West 22nd Street,10010,K-12 School,82,1925,63600,2,13,109.9,6992010,,3.25,K-12 School,,0,2220802.5,,17800,,,,,,,
1014020024,1042470,151 East 67th St,10065,DCAS - College/University,,1900,18082,1,6,62.5,1129694.9,,3.16,College/University,,0,,,1075899.9,,,,,,,
1001420001,1001533,292 Greenwich Street,10007,K-12 School,44,1988,84903,2,3,179.1,15202621.5,,7.29,K-12 School,,0,2223259.3,,21200,6192084.1,,,,,,
1017130001,1053152,260 Pleasant Avenue,10029,K-12 School,97,1941,275000,1,4.5,83.4,22925875.4,,3.29,K-12 School,,0,3663123,,5403600,,,,,,3740352.3,
1019570010,1059407,425 West 130th Street,10027,K-12 School,75,1957,102125,1,3,97.5,9960842,,5.18,K-12 School,,0,1119136,,346200,,,,,5401270.1,,
4099930003,4439745,144-06 94th Ave,11435,DCAS - Office,93,1962,85678,8,3,110.9,9504912.9,,3.58,Office,,0,2696844.6,,1070399.9,,2.29989,,,,,
4141680016,4295163,98-01 159th Avenue,11414,K-12 School,94,1963,98460,2,4,92.9,9146842.3,,3.5,K-12 School,,0,1885880.7,,2188700.2,,,,,,717599.9,
4094770001,4200233,131-10 97th Avenue,11419,K-12 School,87,1939,79177,4,3,102.4,8108949.1,,4.36,K-12 School,,0,1652772.8,,653700,,,,,2087800.1,,
4092800001,4193916,86-02 127th Street,11411,K-12 School,90,1922,69660,1,3,93.3,6498125.5,,3.73,K-12 School,,0,936252.8,,2809799.7,,,,,,318090,
4100240012,4214461,143-26 101st Avenue,11435,K-12 School,65,1931,94572,1,5,146.1,13815409.4,,5.37,K-12 School,,0,2743248,,4101100.3,,,,,,483000.2,
4026810034,4059932,5858 Grand Ave,11378,"DCAS - Repair Services (Vehicle, Shoe, Locksmith, etc.)",,1950,44000,1,1,131.3,5779256.3,,5.09,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",,0,819152.9,,2782200.5,,,,,,,
4012390001,4028447,54-25 Skillman Avenue,11377,K-12 School,94,1990,101260,5,4,94.7,9593093.2,,4.1,K-12 School,,0,1714188.7,,93200,,,,,3330552,,
3057350032,3387646,6302 9th Avenue,11220,K-12 School,34,2000,110400,1,4,191.9,21181811.5,,6.86,K-12 School,,0,4640319.8,,4804299.8,,,,,,966000,
3041060039,3090998,858 Jamaica Avenue,11208,K-12 School,48,1998,115200,1,3,151.8,17485215.7,,5.11,K-12 School,,0,4431505.5,,3345599.8,,,,,,0,
3011410005,3027982,561 Grand Avenue,11238,K-12 School,91,1931,86330,1,6,110.4,9531293.4,,3.69,K-12 School,,0,2486665.6,,439200,,,,,,869400,
